线束零件号,零件名称,零件号,物料名称/零件名称,是否半成品,物料型号/SAP,回路,数量,单位,供应商,其他备注,总成号,责任人,非导线,铝重,铜重,非铜,导线,材料成本,铝重,铜重,导线成本,币种,价格类型,备注
6608442965,组合式充电插座线束总成,FLRY-B/0.5/黑,低压导线,N,A01011796,,9.9,M,福斯,★,,郑锦清,0,0,4.5,34.49,0.378515,3.7472985,0,44.55,3.7472985,CNY,批量价,0
6608442965,组合式充电插座线束总成,LG3305D012B,12OR橙色波纹管,N,A04101161,,1.2,M,骏鼎达/诗兰姆,★,,0,0.62,0,0,0,0,0.744,0,0,0,CNY,系统价,0
6608442965,组合式充电插座线束总成,SCS2165A019,19OR橙色编织套管,N,A04101671,,1.9,M,骏鼎达/明鑫,★,,0,1.525,0,0,0,0,2.8975,0,0,0,CNY,系统价,0
6608442965,组合式充电插座线束总成,LY5016019-OR2,橙色布基胶带,N,A04101159,,5,M,联益,★,,0,0.22,0,0,0,0,1.1,0,0,0,CNY,系统价,0
6608442965,组合式充电插座线束总成,LY5016019,黑色布基胶带,N,A04030943,,1.66,M,联益,★,,0,0.1748,0,0,0,0,0.290168,0,0,0,CNY,系统价,0
6608442965,组合式充电插座线束总成,P111W0192510002,橙色PVC胶带,N,A04101670,,4.5,M,亚化,★,,0,0.07,0,0,0,0,0.315,0,0,0,CNY,系统价,0
6608442965,组合式充电插座线束总成,6211015110AL,防水泥,N,A04010396,,3,PCS,DSG/凯密科,★,,0,0.41703,0,0,0,0,1.25109,0,0,0,CNY,系统价,0
6608442965,组合式充电插座线束总成,E281-HB-01,塑料护板上盖,N,/,,1,PCS,博昊/天久/华凯,★,,王永东,2.2,0,0,0,0,2.2,0,0,0,CNY,分摊价,含100000分摊
6608442965,组合式充电插座线束总成,E281-HB-02,塑料护板下盖,N,/,,1,PCS,博昊/天久/华凯,★,,王永东,2.7,0,0,0,0,2.7,0,0,0,CNY,分摊价,含100000分摊
6608442965,组合式充电插座线束总成,E281-ZJ-01,金属支架,N,/,,1,PCS,恒伟林/贵龙/华凯,★,,王永东,2.38,0,0,0,0,2.38,0,0,0,CNY,分摊价,含100000分摊
6608442965,组合式充电插座线束总成,E281-ZJ-02,金属支架,N,/,,1,PCS,恒伟林/贵龙/华凯,★,,王永东,2.38,0,0,0,0,2.38,0,0,0,CNY,分摊价,含100000分摊
6608442965,组合式充电插座线束总成,E281-ZJ-03,金属支架,N,/,,1,PCS,恒伟林/贵龙/华凯,★,,王永东,2.38,0,0,0,0,2.38,0,0,0,CNY,分摊价,含100000分摊
6608442965,组合式充电插座线束总成,E281-ZJ-04,金属支架,N,/,,1,PCS,恒伟林/贵龙/华凯,★,,王永东,2.18,0,0,0,0,2.18,0,0,0,CNY,分摊价,含100000分摊
6608442965,组合式充电插座线束总成,E281-XJ-01,橡胶件,N,/,,3,PCS,恒伟林/远信/博昊/天乐,★,,狄斌,4.28,0,0,0,0,12.84,0,0,0,CNY,分摊价,含100000分摊
6608442965,组合式充电插座线束总成,E281-XJ-02,橡胶件,N,/,,1,PCS,恒伟林/远信/博昊/天乐,★,,狄斌,1.2,0,0,0,0,1.2,0,0,0,CNY,分摊价,含100000分摊
6608442965,组合式充电插座线束总成,E281-XJ-03,橡胶件,N,/,,1,PCS,恒伟林/远信/博昊/天乐,★,,狄斌,1.2,0,0,0,0,1.2,0,0,0,CNY,分摊价,含100000分摊
6608442965,组合式充电插座线束总成,E281-XJ-04,橡胶件,N,/,,1,PCS,恒伟林/远信/博昊/天乐,★,,狄斌,2.17,0,0,0,0,2.17,0,0,0,CNY,分摊价,含100000分摊
6608442965,组合式充电插座线束总成,PP9104320,7*12箭头扎带,N,A06101606,,2,PCS,上海众安/海尔曼太通,★,,0,0.058,0,0,0,0,0.116,0,0,0,CNY,系统价,0
6608442965,组合式充电插座线束总成,PP9108401,M8箭头卡扣,N,/,,1,PCS,上海众安/海尔曼太通,★,,邹娇,0.13,0,0,0,0,0.13,0,0,0,CNY,询价,0
6608442965,组合式充电插座线束总成,PP9122201,M6竖置螺柱卡,N,A06101666,,1,PCS,上海众安/海尔曼太通,★,,0,0.09,0,0,0,0,0.09,0,0,0,CNY,系统价,0
6608442965,组合式充电插座线束总成,PP9123801,M5螺柱卡扣,N,/,,1,PCS,上海众安/海尔曼太通,★,,邹娇,0.08,0,0,0,0,0.08,0,0,0,CNY,询价,0
6608442965,组合式充电插座线束总成,PP9117701,M6杉树卡扣,N,A06004922,,1,PCS,上海众安/海尔曼太通,★,,0,0.05615,0,0,0,0,0.05615,0,0,0,CNY,系统价,0
6608442965,组合式充电插座线束总成,PP9220301,7*12箭头一字卡,N,A06004079,,1,PCS,上海众安/海尔曼太通,★,,0,0.1231,0,0,0,0,0.1231,0,0,0,CNY,系统价,0
6608442965,组合式充电插座线束总成,111-00563,扎带绳,N,A06010012,,7,PCS,上海众安/海尔曼太通,★,,0,0.057,0,0,0,0,0.399,0,0,0,CNY,系统价,0
6608442965,组合式充电插座线束总成,108-00150,扎带绳,N,A06100602,,3,PCS,上海众安/海尔曼太通,★,,0,0.22,0,0,0,0,0.66,0,0,0,CNY,系统价,0
6608442965,组合式充电插座线束总成,X1-BQ-01 标签140x30mm,产品标签,N,70002326,,1,PCS,洪众,,,0,0.14,0,0,0,0,0.14,0,0,0,CNY,系统价,0
6608507680,组合式充电插座线束总成,2523328-1,组合式充电插座(带防尘盖),N,/,,1,SET,TE,客户指定,2523328-1,洪巧明,160,0,0,0,0,160,0,0,0,CNY,总成参考价,0
6608507680,组合式充电插座线束总成,1-2355517-1,低压连接器总成（5PIN，5个端子，5个防水栓）,N,/,,1,SET,TE,客户指定,1-2355517-1,洪巧明,1.3,0,0,0,0,1.3,0,0,0,CNY,系统价,0
6608507680,组合式充电插座线束总成,1-2438787-1,低压连接器总成（10PIN，10个端子，10个防水栓）,N,/,,1,SET,TE,客户指定,1-2438787-1,洪巧明,2.29197,0,0,0,0,2.29197,0,0,0,CNY,系统价,0
6608507680,组合式充电插座线束总成,5-2385463-1,护套塑壳,N,A02101947,,1,PCS,TE,客户指定,5-2385463-1,洪巧明,1.5,0,0,0,0,1.5,0,0,0,CNY,系统价,0
6608507680,组合式充电插座线束总成,2377023-2,端子,N,A03033091,,18,PCS,TE,客户指定,,洪巧明,0.06,0,0,0,0,1.08,0,0,0,CNY,系统价,0
6608507680,组合式充电插座线束总成,2377665-4,防水栓,N,A03033097,,18,PCS,TE,客户指定,,洪巧明,0.055,0,0,0,0,0.99,0,0,0,CNY,系统价,0
6608507680,组合式充电插座线束总成,963143-1,盲栓（1/8/15/22）,N,A02031363,,4,PCS,TE,客户指定,,洪巧明,0.182,0,0,0,0,0.728,0,0,0,CNY,系统价,0
6608507680,组合式充电插座线束总成,BH4309802,箭头扎带卡花,N,A06100441,,1,PCS,博昊,客户指定,,0,0.152,0,0,0,0,0.152,0,0,0,CNY,系统价,0
6608507680,组合式充电插座线束总成,HVSPC2P1900FS112,ODP端连接器（直流）,N,/,,1,SET,安费诺,客户指定,HVSPC2P1900FS112,胡继燕,33,0,0,0,0,33,0,0,0,CNY,询价,0
6608507680,组合式充电插座线束总成,HVC2PG263UFSW106-NH,ODP端连接器（交流）,N,/,,1,SET,安费诺,客户指定,HVC2PG263UFSW106-NH,胡继燕,12,0,0,0,0,12,0,0,0,CNY,询价,0
6608507680,组合式充电插座线束总成,805-122-541,护套,N,A02000642,,1,PCS,赫尔斯曼,客户指定,805-122-541,0,1.68019,0,0,0,0,1.68019,0,0,0,CNY,系统价,0
6608507680,组合式充电插座线束总成,32140734123,端子,N,A03032316,,4,PCS,科世达,客户指定,,0,0.09505,0,0,0,0,0.3802,0,0,0,CNY,系统价,0
6608507680,组合式充电插座线束总成,10800507250,防水栓,N,A03011408,,4,PCS,赫尔斯曼,客户指定,,0,0.04811,0,0,0,0,0.19244,0,0,0,CNY,系统价,0
6608507680,组合式充电插座线束总成,K03006773,DC接地端子,N,/,,1,PCS,丰迪/荣盛达,★,,狄斌,1.08,0,0,0,0,1.08,0,0,0,CNY,询价,0
6608507680,组合式充电插座线束总成,K03005541,AC接地端子,N,A03101932,,1,PCS,丰迪/荣盛达,★,,0,2.2,0,0,0,0,2.2,0,0,0,CNY,系统价,0
6608507680,组合式充电插座线束总成,10106880,接地热缩管,N,A04032364,,2,PCS,深圳宏商/长春海达,★,,0,0.2775,0,0,0,0,0.555,0,0,0,CNY,系统价,0
6608507680,组合式充电插座线束总成,FHLALR2G/120.0/橙,120mm²单芯非屏蔽铝导线,N,A01101891,,3.29,M,太平洋/鑫宏业/斯普乐,★,,郑锦清,0,327.7,0,10360,16.556807,54.47189503,1.078133,0,54.47189503,CNY,批量价,0
6608507680,组合式充电插座线束总成,FHLALR91X/6.0/橙,6mm²单芯非屏蔽铝导线,N,/,,2.86,M,鑫宏业/斯普乐,★,,郑锦清,0,17.68,0,755.77,1.0900988,3.117682568,0.0505648,0,3.117682568,CNY,批量价,0
6608507680,组合式充电插座线束总成,FHL91X/6.0/黄绿,6mm²单芯铜导线,N,A01101944,,0.23,M,鑫宏业/斯普乐,★,,郑锦清,0,0,55.81,450,4.7166745,1.084835135,0,12.8363,1.084835135,CNY,批量价,0
6608507680,组合式充电插座线束总成,FHL91X/5.0/黄绿,5mm²单芯铜导线,N,/,,0.25,M,鑫宏业/斯普乐,★,,郑锦清,0,0,47.9,562.8,4.224755,1.05618875,0,11.975,1.05618875,CNY,批量价,0
6608507680,组合式充电插座线束总成,FLRY-B/0.5/黑,低压导线,N,A01011796,,9.9,M,福斯,★,,郑锦清,0,0,4.5,34.49,0.378515,3.7472985,0,44.55,3.7472985,CNY,批量价,0
6608507680,组合式充电插座线束总成,LG3305D012B,12OR橙色波纹管,N,A04101161,,1.2,M,骏鼎达/诗兰姆,★,,0,0.62,0,0,0,0,0.744,0,0,0,CNY,系统价,0
6608507680,组合式充电插座线束总成,SCS2165A019,19OR橙色编织套管,N,A04101671,,2.79,M,骏鼎达/明鑫,★,,0,1.525,0,0,0,0,4.25475,0,0,0,CNY,系统价,0
6608507680,组合式充电插座线束总成,LY5016019-OR2,橙色布基胶带,N,A04101159,,5,M,联益,★,,0,0.22,0,0,0,0,1.1,0,0,0,CNY,系统价,0
6608507680,组合式充电插座线束总成,LY5016019,黑色布基胶带,N,A04030943,,1.66,M,联益,★,,0,0.1748,0,0,0,0,0.290168,0,0,0,CNY,系统价,0
6608507680,组合式充电插座线束总成,P111W0192510002,橙色PVC胶带,N,A04101670,,4.5,M,亚化,★,,0,0.07,0,0,0,0,0.315,0,0,0,CNY,系统价,0
6608507680,组合式充电插座线束总成,6211015110AL,防水泥,N,A04010396,,3,PCS,DSG/凯密科,★,,0,0.41703,0,0,0,0,1.25109,0,0,0,CNY,系统价,0
6608507680,组合式充电插座线束总成,E281-HB-01,塑料护板上盖,N,/,,1,PCS,博昊/天久/华凯,★,,王永东,2.2,0,0,0,0,2.2,0,0,0,CNY,分摊价,含100000分摊
6608507680,组合式充电插座线束总成,E281-HB-02,塑料护板下盖,N,/,,1,PCS,博昊/天久/华凯,★,,王永东,2.7,0,0,0,0,2.7,0,0,0,CNY,分摊价,含100000分摊
6608507680,组合式充电插座线束总成,E281-ZJ-01,金属支架,N,/,,1,PCS,恒伟林/贵龙/华凯,★,,王永东,2.38,0,0,0,0,2.38,0,0,0,CNY,分摊价,含100000分摊
6608507680,组合式充电插座线束总成,E281-ZJ-02,金属支架,N,/,,1,PCS,恒伟林/贵龙/华凯,★,,王永东,2.38,0,0,0,0,2.38,0,0,0,CNY,分摊价,含100000分摊
6608507680,组合式充电插座线束总成,E281-ZJ-03,金属支架,N,/,,1,PCS,恒伟林/贵龙/华凯,★,,王永东,2.38,0,0,0,0,2.38,0,0,0,CNY,分摊价,含100000分摊
6608507680,组合式充电插座线束总成,E281-ZJ-04,金属支架,N,/,,1,PCS,恒伟林/贵龙/华凯,★,,王永东,2.18,0,0,0,0,2.18,0,0,0,CNY,分摊价,含100000分摊
6608507680,组合式充电插座线束总成,E281-ZJ-05,金属支架,N,/,,1,PCS,恒伟林/贵龙/华凯,★,,王永东,2.48,0,0,0,0,2.48,0,0,0,CNY,分摊价,含100000分摊
6608507680,组合式充电插座线束总成,E281-XJ-01,橡胶件,N,/,,3,PCS,恒伟林/远信/博昊/天乐,★,,狄斌,4.28,0,0,0,0,12.84,0,0,0,CNY,分摊价,含100000分摊
6608507680,组合式充电插座线束总成,E281-XJ-02,橡胶件,N,/,,1,PCS,恒伟林/远信/博昊/天乐,★,,狄斌,1.2,0,0,0,0,1.2,0,0,0,CNY,分摊价,含100000分摊
6608507680,组合式充电插座线束总成,E281-XJ-03,橡胶件,N,/,,1,PCS,恒伟林/远信/博昊/天乐,★,,狄斌,1.2,0,0,0,0,1.2,0,0,0,CNY,分摊价,含100000分摊
6608507680,组合式充电插座线束总成,E281-XJ-04,橡胶件,N,/,,1,PCS,恒伟林/远信/博昊/天乐,★,,狄斌,2.17,0,0,0,0,2.17,0,0,0,CNY,分摊价,含100000分摊
6608507680,组合式充电插座线束总成,E281-XJ-05,橡胶件,N,/,,2,PCS,恒伟林/远信/博昊/天乐,★,,狄斌,1.17,0,0,0,0,2.34,0,0,0,CNY,分摊价,含100000分摊
6608507680,组合式充电插座线束总成,PP9104320,7*12箭头扎带,N,A06101606,,2,PCS,上海众安/海尔曼太通,★,,0,0.058,0,0,0,0,0.116,0,0,0,CNY,系统价,0
6608507680,组合式充电插座线束总成,PP9108401,M8箭头卡扣,N,/,,1,PCS,上海众安/海尔曼太通,★,,邹娇,0.13,0,0,0,0,0.13,0,0,0,CNY,询价,0
6608507680,组合式充电插座线束总成,PP9122201,M6竖置螺柱卡,N,A06101666,,1,PCS,上海众安/海尔曼太通,★,,0,0.09,0,0,0,0,0.09,0,0,0,CNY,系统价,0
6608507680,组合式充电插座线束总成,PP9123801,M5螺柱卡扣,N,/,,1,PCS,上海众安/海尔曼太通,★,,邹娇,0.08,0,0,0,0,0.08,0,0,0,CNY,询价,0
6608507680,组合式充电插座线束总成,PP9117701,M6杉树卡扣,N,A06004922,,1,PCS,上海众安/海尔曼太通,★,,0,0.05615,0,0,0,0,0.05615,0,0,0,CNY,系统价,0
6608507680,组合式充电插座线束总成,PP9220301,7*12箭头一字卡,N,A06004079,,1,PCS,上海众安/海尔曼太通,★,,0,0.1231,0,0,0,0,0.1231,0,0,0,CNY,系统价,0
6608507680,组合式充电插座线束总成,111-00563,扎带绳,N,A06010012,,9,PCS,上海众安/海尔曼太通,★,,0,0.057,0,0,0,0,0.513,0,0,0,CNY,系统价,0
6608507680,组合式充电插座线束总成,108-00150,扎带绳,N,A06100602,,3,PCS,上海众安/海尔曼太通,★,,0,0.22,0,0,0,0,0.66,0,0,0,CNY,系统价,0
6608507680,组合式充电插座线束总成,X1-BQ-01 标签140x30mm,产品标签,N,70002326,,1,PCS,洪众,,,0,0.14,0,0,0,0,0.14,0,0,0,CNY,系统价,0
6608544875,前驱直流母线,HVPC2P1600FV550-NH-P010,连接器总成,N,/,,1,SET,安费诺,客户指定,HVPC2P1600FV550-NH-P010,胡继燕,29,0,0,0,0,29,0,0,0,CNY,询价,0
6608544875,前驱直流母线,IPT2PFS050-S02P010,IPT连接器总成（带焊接端子）,N,/,,1,SET,安费诺,客户指定,IPT2PFS050-S02P010,胡继燕,28,0,0,0,0,28,0,0,0,CNY,询价,0
6608544875,前驱直流母线,HS-125(2X)N20-30,不带胶-热缩管,N,A04030275,,2,PCS,深圳宏商/长春海达,★,,0,0.0879,0,0,0,0,0.1758,0,0,0,CNY,系统价,0
6608544875,前驱直流母线,FHLALR2GCCAATB2G/50.0/橙,50mm²屏蔽镀锡铜包铝硅胶铝导线,N,/,,2.4,M,太平洋/鑫宏业,★,,郑锦清,0,155.48,14.65,8833.65,12.8937693,30.94504632,0.373152,35.16,30.94504632,CNY,批量价,0
6608544875,前驱直流母线,SCS2165A016,16OR橙色编织套管,N,A04101476,,1.95,M,骏鼎达/明鑫,★,,0,1.271,0,0,0,0,2.47845,0,0,0,CNY,系统价,0
6608544875,前驱直流母线,LY5016019-OR2,橙色布基胶带,N,A04101159,,4,M,联益,★,,0,0.22,0,0,0,0,0.88,0,0,0,CNY,系统价,0
6608544875,前驱直流母线,E281-HB-05,塑料支架（带2个衬套）,N,/,,1,PCS,博昊/天久/华凯,★,,王永东,5.1,0,0,0,0,5.1,0,0,0,CNY,分摊价,含100000分摊
6608544875,前驱直流母线,E281-ZJ-08,金属支架,N,/,,1,PCS,恒伟林/贵龙/华凯,★,,王永东,2.72,0,0,0,0,2.72,0,0,0,CNY,分摊价,含100000分摊
6608544875,前驱直流母线,E281-ZJ-09,金属支架,N,/,,1,PCS,恒伟林/贵龙/华凯,★,,王永东,2.06,0,0,0,0,2.06,0,0,0,CNY,分摊价,含100000分摊
6608544875,前驱直流母线,E281-ZJ-10,金属支架,N,/,,1,PCS,恒伟林/贵龙/华凯,★,,王永东,2.18,0,0,0,0,2.18,0,0,0,CNY,分摊价,含100000分摊
6608544875,前驱直流母线,E281-XJ-07,橡胶件,N,/,,1,PCS,恒伟林/远信/博昊/天乐,★,,狄斌,3.08,0,0,0,0,3.08,0,0,0,CNY,分摊价,含100000分摊
6608544875,前驱直流母线,E281-XJ-08,橡胶件,N,/,,2,PCS,恒伟林/远信/博昊/天乐,★,,狄斌,1.43,0,0,0,0,2.86,0,0,0,CNY,分摊价,含100000分摊
6608544875,前驱直流母线,111-00563,扎带绳,N,A06010012,,4,PCS,上海众安/海尔曼太通,★,,0,0.057,0,0,0,0,0.228,0,0,0,CNY,系统价,0
6608544875,前驱直流母线,108-00150,扎带绳,N,A06100602,,3,PCS,上海众安/海尔曼太通,★,,0,0.22,0,0,0,0,0.66,0,0,0,CNY,系统价,0
6608544875,前驱直流母线,X1-BQ-01 标签140x30mm,产品标签,N,70002326,,1,PCS,洪众,,,0,0.14,0,0,0,0,0.14,0,0,0,CNY,系统价,0
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,铜,58.41未税,66含税,,,
,,,,,,,,,,,,,,,,,,,铝,18.91未税,,,,
